sku_id,product_name,category,moq,price_tier,core_features
REAL-SKU-0,"Tall Narrow Bathroom Storage Cabinet With 3 Drawers And 2 Shelves, Free Standing Kitchen Pantry Organizer With Open Compartment, Water-Resistant Finish",Cross-border E-commerce,50,50-200: $72.59 | 250-450: $60.49 | >=500: $48.4,"Free Returns ✓ Free Shipping✓. Tall Narrow Bathroom Storage Cabinet With 3 Drawers And 2 Shelves, Free Standing Kitchen Pantry Organizer With Open Compartment, Water-Resistant Finish- Storage Cabinets at SHEIN...."
REAL-SKU-1,"1PC Natural Yellow Rainbow Halo Raw Crystal, Aromatherapist Stone, Home Decoration, Office Decoration, Holiday Gifts.",Cross-border E-commerce,200,200-800: $1.26 | 1000-1800: $1.05 | >=2000: $0.84,"Free Returns ✓ Free Shipping✓. 1PC Natural Yellow Rainbow Halo Raw Crystal, Aromatherapist Stone, Home Decoration, Office Decoration, Holiday Gifts.- Crystal Shapes & Carvings at SHEIN...."
REAL-SKU-2,1PC Sexy Lingerie Body StockingOpen Crotch Hollow Out See Through Bodystocking Without Underwear,Cross-border E-commerce,100,100-400: $1.28 | 500-900: $1.07 | >=1000: $0.86,Free Returns ✓ Free Shipping✓. 1PC Sexy Lingerie Body StockingOpen Crotch Hollow Out See Through Bodystocking Without Underwear- Women Sexy Bodysuits at SHEIN....
REAL-SKU-3,"Italian Genuine Leather Thick Belt For Men, Retro Solid Brass Buckle",Cross-border E-commerce,100,100-400: $12.78 | 500-900: $10.65 | >=1000: $8.52,"Free Returns ✓ Free Shipping✓. Italian Genuine Leather Thick Belt For Men, Retro Solid Brass Buckle- Men Belts at SHEIN...."
REAL-SKU-4,Unbeatablesale Hylomar 61701 13.53 Oz Hylomar Cleaner Spray Can,Cross-border E-commerce,100,100-400: $17.12 | 500-900: $14.27 | >=1000: $11.41,Free Returns ✓ Free Shipping✓. Unbeatablesale Hylomar 61701 13.53 Oz Hylomar Cleaner Spray Can- Other Commercial Cleaning Supplies at SHEIN....
REAL-SKU-5,"1 Set Cup & Saucer, Cute Cat Pattern, High-End Coffee Cup & Saucer Set, Latte Art",Cross-border E-commerce,100,100-400: $7.32 | 500-900: $6.1 | >=1000: $4.88,"Free Returns ✓ Free Shipping✓. 1 Set Cup & Saucer, Cute Cat Pattern, High-End Coffee Cup & Saucer Set, Latte Art- Teacup & Saucer Sets at SHEIN...."
REAL-SKU-6,"Unbeatablesale PIX North America MXV4-410 0.5 X 41 In. Heavy-Duty Lawn & Garden Equipment Belt,; Black",Cross-border E-commerce,100,100-400: $10.19 | 500-900: $8.49 | >=1000: $6.79,"Free Returns ✓ Free Shipping✓. Unbeatablesale PIX North America MXV4-410 0.5 X 41 In. Heavy-Duty Lawn & Garden Equipment Belt,; Black- Tool Cases at SHEIN...."
REAL-SKU-7,"30pcs,40in Rocket Balloons 6 Assorted Colors Flying Magic Long Balloons With Whistling Noise Premium-Quality Latex Balloon For Parties",Cross-border E-commerce,100,100-400: $1.26 | 500-900: $1.05 | >=1000: $0.84,"Free Returns ✓ Free Shipping✓. 30pcs,40in Rocket Balloons 6 Assorted Colors Flying Magic Long Balloons With Whistling Noise Premium-Quality Latex Balloon For Parties- Decorative Balloons at SHEIN...."
REAL-SKU-8,"20pcs Artificial Green Plant Leaves Valentine'S Day Gift DIY Cake Decoration, Candy Box, Birthday Party Decoration, Wedding Flower Basket, Bride Holding Flowers, Home Decoration, Dining Room, Bedroom, Windowsill Decoration, Vase Ornaments, Valentine'S Day, New Year Decoration, Outdoor Garden, Start Of School Season",Cross-border E-commerce,200,200-800: $0.5 | 1000-1800: $0.41 | >=2000: $0.33,"Free Returns ✓ Free Shipping✓. 20pcs Artificial Green Plant Leaves Valentine'S Day Gift DIY Cake Decoration, Candy Box, Birthday Party Decoration, Wedding Flower Basket, Bride Holding Flowers, Home Decoration, Dining Room, Bedroom, Windowsill Decoration, Vase Ornaments, Valentine'S Day, New Year Dec..."
REAL-SKU-9,"10pcs Transparent Baking Boxes With Window, Dessert Box, Pastry Box,  Gift Box, Easy And Convenient, Safe For Food Contact, Can Be Mixed And Assembled Sweets, Chocolates, Perfect For Celebrations And Home Baking",Cross-border E-commerce,100,100-400: $3.98 | 500-900: $3.31 | >=1000: $2.65,"Free Returns ✓ Free Shipping✓. 10pcs Transparent Baking Boxes With Window, Dessert Box, Pastry Box,  Gift Box, Easy And Convenient, Safe For Food Contact, Can Be Mixed And Assembled Sweets, Chocolates, Perfect For Celebrations And Home Baking- Wrapping & Packaging at SHEIN...."
REAL-SKU-10,1PC Retro Resin Telephone Figurine Piggy Bank Vintage Coin Bank Phone Birthday Gift Coffee Shop Decor(17CM*14.5CM*16CM),Cross-border E-commerce,100,100-400: $12.3 | 500-900: $10.25 | >=1000: $8.2,Free Returns ✓ Free Shipping✓. 1PC Retro Resin Telephone Figurine Piggy Bank Vintage Coin Bank Phone Birthday Gift Coffee Shop Decor(17CM*14.5CM*16CM)- Decorative Crafts at SHEIN....
REAL-SKU-11,30pcs Nail Art Decorations DIY Art Punk Style Mixed Pumpkin/Spider/Bat/Witch/Vampire 3D Three-Dimensional Nail Art Decoration Accessories Jewelry,Cross-border E-commerce,200,200-800: $1.02 | 1000-1800: $0.85 | >=2000: $0.68,Free Returns ✓ Free Shipping✓. 30pcs Nail Art Decorations DIY Art Punk Style Mixed Pumpkin/Spider/Bat/Witch/Vampire 3D Three-Dimensional Nail Art Decoration Accessories Jewelry- Rhinestones & Decorations at SHEIN....
REAL-SKU-12,"Juvale Wooden Drawer Organizer With 12 Compartments, Divided Tray For Arts And Crafts Supplies, Stationery, Small Items, 12 Grid Sorting Tray, Dark Brown (13.2 X 9.2 X 1.5 Inches) Halloween Decorations Halloween Costumes Autumn Decor Festival Decor",Cross-border E-commerce,200,200-800: $10.79 | 1000-1800: $8.99 | >=2000: $7.2,"Free Returns ✓ Free Shipping✓. Juvale Wooden Drawer Organizer With 12 Compartments, Divided Tray For Arts And Crafts Supplies, Stationery, Small Items, 12 Grid Sorting Tray, Dark Brown (13.2 X 9.2 X 1.5 Inches) Halloween Decorations Halloween Costumes Autumn Decor Festival Decor- Storage Drawers at ..."
REAL-SKU-13,Unbeatablesale K Tool International KTI22521 3/8 Inch Drive Flex Spark Plug Socket 5/8 Inch,Cross-border E-commerce,50,50-200: $8.1 | 250-450: $6.75 | >=500: $5.4,Free Returns ✓ Free Shipping✓. Unbeatablesale K Tool International KTI22521 3/8 Inch Drive Flex Spark Plug Socket 5/8 Inch- Sockets at SHEIN....
REAL-SKU-14,"1PC Large Waterproof Makeup Bag With Handle - Travel Toiletry Organizer For Women And Girls - Spacious Cosmetic Storage For Essentials - Perfect Gift, Cruise Essentials Dorm Essentials,Wedding Bridesmaid Gifts,Mom Gifts,Birthday Gifts,Gifts For Friends And Teachers,Home Decor,Bathroom Livingroom Bedroom Decor,Bathroom Organizer,Jewelry Organizer,Lip Oil Organizer,Nail Polish Organizer Makeup Bag Storage Makeup Organizer Makeup Case",Cross-border E-commerce,50,50-200: $6.72 | 250-450: $5.6 | >=500: $4.48,"Free Returns ✓ Free Shipping✓. 1PC Large Waterproof Makeup Bag With Handle - Travel Toiletry Organizer For Women And Girls - Spacious Cosmetic Storage For Essentials - Perfect Gift, Cruise Essentials Dorm Essentials,Wedding Bridesmaid Gifts,Mom Gifts,Birthday Gifts,Gifts For Friends And Teachers,Hom..."
REAL-SKU-15,"35pcs Mixed Acrylic Body Piercing Pearl Effect, Transparent Dual Color, Matte Tongue Rings For Women, Everyday And Festival Wear",Cross-border E-commerce,50,50-200: $2.73 | 250-450: $2.27 | >=500: $1.82,"Free Returns ✓ Free Shipping✓. 35pcs Mixed Acrylic Body Piercing Pearl Effect, Transparent Dual Color, Matte Tongue Rings For Women, Everyday And Festival Wear- Women Tongue Ring at SHEIN...."
REAL-SKU-16,Dolce & Gabbana 1.6oz The Only One For Women -  EDP Spray,Cross-border E-commerce,100,100-400: $40.04 | 500-900: $33.37 | >=1000: $26.7,Free Returns ✓ Free Shipping✓. Dolce & Gabbana 1.6oz The Only One For Women -  EDP Spray- Perfume at SHEIN....
REAL-SKU-17,Unbeatablesale 1467 Performer Series Accelerator Pump Assembly,Cross-border E-commerce,50,50-200: $21.2 | 250-450: $17.66 | >=500: $14.13,Free Returns ✓ Free Shipping✓. Unbeatablesale 1467 Performer Series Accelerator Pump Assembly- Car Replacement Parts at SHEIN....
REAL-SKU-18,Unbeatablesale Jumbo Insulated Travel Bag,Cross-border E-commerce,100,100-400: $13.3 | 500-900: $11.08 | >=1000: $8.86,Free Returns ✓ Free Shipping✓. Unbeatablesale Jumbo Insulated Travel Bag- Men Tote Bags at SHEIN....
REAL-SKU-19,"Jepeak Jepeak Decorative Linen Throw Pillow Covers Cushion Cases, Pack Of 4 Rustic Woven Textured Pillow Covers For Sofa Bed Couch, 18x18 Inch",Cross-border E-commerce,200,200-800: $14.52 | 1000-1800: $12.1 | >=2000: $9.68,"Free Returns ✓ Free Shipping✓. Jepeak Jepeak Decorative Linen Throw Pillow Covers Cushion Cases, Pack Of 4 Rustic Woven Textured Pillow Covers For Sofa Bed Couch, 18x18 Inch- Cushion Cover at SHEIN...."
